ENSG00000005893,P13473,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),LAMP2,1
ENSG00000166484,Q13164,MK07_HUMAN,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5),ERK5,638
ENSG00000166484,Q13164,MK07_HUMAN,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5),PRKM7,639
ENSG00000166535,A8K2U0,A2ML1_HUMAN,Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9),A2ML1,640
ENSG00000166535,A8K2U0,A2ML1_HUMAN,Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9),CPAMD9,641
ENSG00000167701,P24298,ALAT1_HUMAN,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1),GPT,642
ENSG00000167701,P24298,ALAT1_HUMAN,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1),AAT1,643
ENSG00000167701,P24298,ALAT1_HUMAN,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1),GPT1,644
ENSG00000168301,Q8NC69,KCTD6_HUMAN,BTB/POZ domain-containing protein KCTD6 (KCASH3 protein) (Potassium channel tetramerization domain-containing protein 6),KCTD6,645
ENSG00000168509,Q6ZVN8,RGMC_HUMAN,Hemojuvelin (Hemochromatosis type 2 protein) (RGM domain family member C),HFE2,646
ENSG00000168509,Q6ZVN8,RGMC_HUMAN,Hemojuvelin (Hemochromatosis type 2 protein) (RGM domain family member C),HJV,647
ENSG00000168509,Q6ZVN8,RGMC_HUMAN,Hemojuvelin (Hemochromatosis type 2 protein) (RGM domain family member C),RGMC,648
ENSG00000169032,Q02750,MP2K1_HUMAN,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MAP2K1,649
ENSG00000169032,Q02750,MP2K1_HUMAN,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MEK1,650
ENSG00000169032,Q02750,MP2K1_HUMAN,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),PRKMK1,651
ENSG00000169252,P07550,ADRB2_HUMAN,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),ADRB2,652
ENSG00000169252,P07550,ADRB2_HUMAN,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),ADRB2R,653
ENSG00000169252,P07550,ADRB2_HUMAN,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),B2AR,654
ENSG00000169359,O00400,ACATN_HUMAN,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),SLC33A1,655
ENSG00000169359,O00400,ACATN_HUMAN,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),ACATN,656
ENSG00000169359,O00400,ACATN_HUMAN,Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1),AT1,657
ENSG00000169750,P60763,RAC3_HUMAN,Ras-related C3 botulinum toxin substrate 3 (p21-Rac3),RAC3,658
ENSG00000169919,P08236,BGLR_HUMAN,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,659
ENSG00000170266,P16278,BGAL_HUMAN,Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1),GLB1,660
ENSG00000170266,P16278,BGAL_HUMAN,Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1),ELNR1,661
ENSG00000170345,P01100,FOS_HUMAN,Proto-oncogene c-Fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7),FOS,662
ENSG00000170345,P01100,FOS_HUMAN,Proto-oncogene c-Fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7),G0S7,663
ENSG00000170606,P34932,HSP74_HUMAN,Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2),HSPA4,664
ENSG00000170606,P34932,HSP74_HUMAN,Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2),APG2,665
ENSG00000170624,Q92629,SGCD_HUMAN,Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG),SGCD,666
ENSG00000170876,Q9BTV4,TMM43_HUMAN,Transmembrane protein 43 (Protein LUMA),TMEM43,667
ENSG00000170876,Q9BTV4,TMM43_HUMAN,Transmembrane protein 43 (Protein LUMA),UNQ2564/PRO6244,668
ENSG00000171298,P10253,LYAG_HUMAN,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase],GAA,669
ENSG00000171388,Q9ULZ1,APEL_HUMAN,Apelin (APJ endogenous ligand) [Cleaved into: Apelin-36; Apelin-31; Apelin-28; Apelin-13],APLN,670
ENSG00000171388,Q9ULZ1,APEL_HUMAN,Apelin (APJ endogenous ligand) [Cleaved into: Apelin-36; Apelin-31; Apelin-28; Apelin-13],APEL,671
ENSG00000171517,Q9UBY5,LPAR3_HUMAN,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7),LPAR3,672
ENSG00000171517,Q9UBY5,LPAR3_HUMAN,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7),EDG7,673
ENSG00000171517,Q9UBY5,LPAR3_HUMAN,Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7),LPA3,674
ENSG00000171552,Q07817,B2CL1_HUMAN,Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X),BCL2L1,675
ENSG00000171552,Q07817,B2CL1_HUMAN,Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X),BCL2L,676
ENSG00000171552,Q07817,B2CL1_HUMAN,Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X),BCLX,677
ENSG00000171791,P10415,BCL2_HUMAN,Apoptosis regulator Bcl-2,BCL2,678
ENSG00000171862,P60484,PTEN_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)",PTEN,679
ENSG00000171862,P60484,PTEN_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)",MMAC1,680
ENSG00000171862,P60484,PTEN_HUMAN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)",TEP1,681
ENSG00000172037,P55268,LAMB2_HUMAN,Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta),LAMB2,682
ENSG00000172037,P55268,LAMB2_HUMAN,Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta),LAMS,683
ENSG00000172638,O95967,FBLN4_HUMAN,EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1),EFEMP2,684
ENSG00000172638,O95967,FBLN4_HUMAN,EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1),FBLN4,685
ENSG00000172638,O95967,FBLN4_HUMAN,EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1),UNQ200/PRO226,686
ENSG00000172936,Q99836,MYD88_HUMAN,Myeloid differentiation primary response protein MyD88,MYD88,687
ENSG00000173020,P25098,ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2),GRK2,688
ENSG00000173020,P25098,ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2),ADRBK1,689
ENSG00000173020,P25098,ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2),BARK,690
ENSG00000173020,P25098,ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2),BARK1,691
ENSG00000173040,Q86UK5,LBN_HUMAN,Limbin (Ellis-van Creveld syndrome protein 2) (EVC2),EVC2,692
ENSG00000173040,Q86UK5,LBN_HUMAN,Limbin (Ellis-van Creveld syndrome protein 2) (EVC2),LBN,693
ENSG00000173175,O95622,ADCY5_HUMAN,Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5),ADCY5,694
ENSG00000173391,P78380,OLR1_HUMAN,"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]",OLR1,695
ENSG00000173391,P78380,OLR1_HUMAN,"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]",CLEC8A,696
ENSG00000173391,P78380,OLR1_HUMAN,"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]",LOX1,697
ENSG00000173801,P14923,PLAK_HUMAN,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),JUP,698
ENSG00000173801,P14923,PLAK_HUMAN,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),CTNNG,699
ENSG00000173801,P14923,PLAK_HUMAN,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),DP3,700
ENSG00000173991,O15273,TELT_HUMAN,Telethonin (Titin cap protein),TCAP,701
ENSG00000174059,P28906,CD34_HUMAN,Hematopoietic progenitor cell antigen CD34 (CD antigen CD34),CD34,702
ENSG00000174437,P16615,AT2A2_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A2,703
ENSG00000174437,P16615,AT2A2_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2B,704
ENSG00000174775,P01112,RASH_HUMAN,"GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",HRAS,705
ENSG00000174775,P01112,RASH_HUMAN,"GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",HRAS1,706
ENSG00000174951,P19526,FUT1_HUMAN,"Galactoside 2-alpha-L-fucosyltransferase 1 (EC 2.4.1.344) (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1)",FUT1,707
ENSG00000174951,P19526,FUT1_HUMAN,"Galactoside 2-alpha-L-fucosyltransferase 1 (EC 2.4.1.344) (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1)",H,708
ENSG00000174951,P19526,FUT1_HUMAN,"Galactoside 2-alpha-L-fucosyltransferase 1 (EC 2.4.1.344) (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1)",HSC,709
ENSG00000175084,P17661,DESM_HUMAN,Desmin,DES,710
ENSG00000175198,P05165,PCCA_HUMAN,"Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)",PCCA,711
ENSG00000175206,P01160,ANF_HUMAN,Natriuretic peptides A (CDD-ANF) (Cardiodilatin) (CDD) (Cardiodilatin-related peptide) (CDP) (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP)],NPPA,712
ENSG00000175206,P01160,ANF_HUMAN,Natriuretic peptides A (CDD-ANF) (Cardiodilatin) (CDD) (Cardiodilatin-related peptide) (CDP) (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP)],ANP,713
ENSG00000175206,P01160,ANF_HUMAN,Natriuretic peptides A (CDD-ANF) (Cardiodilatin) (CDD) (Cardiodilatin-related peptide) (CDP) (Prepronatriodilatin) [Cleaved into: Atrial natriuretic factor (ANF) (Atrial natriuretic peptide) (ANP)],PND,714
ENSG00000175283,Q9UPQ8,DOLK_HUMAN,Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15),DOLK,715
ENSG00000175283,Q9UPQ8,DOLK_HUMAN,Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15),KIAA1094,716
ENSG00000175283,Q9UPQ8,DOLK_HUMAN,Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15),TMEM15,717
ENSG00000175283,Q9UPQ8,DOLK_HUMAN,Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15),UNQ2422/PRO4980,718
ENSG00000175606,Q9BUB7,TMM70_HUMAN,"Transmembrane protein 70, mitochondrial",TMEM70,719
ENSG00000176020,Q86WK7,AMGO3_HUMAN,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),AMIGO3,720
ENSG00000176020,Q86WK7,AMGO3_HUMAN,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),ALI3,721
ENSG00000176020,Q86WK7,AMGO3_HUMAN,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),KIAA1851,722
ENSG00000176020,Q86WK7,AMGO3_HUMAN,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),UNQ6084/PRO20089,723
ENSG00000176095,Q92551,IP6K1_HUMAN,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1),IP6K1,724
ENSG00000176095,Q92551,IP6K1_HUMAN,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1),IHPK1,725
ENSG00000176095,Q92551,IP6K1_HUMAN,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1),KIAA0263,726
ENSG00000176390,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),CRLF3,727
ENSG00000176390,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),CREME9,728
ENSG00000176390,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),CRLM9,729
ENSG00000176390,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),CYTOR4,730
ENSG00000176390,Q8IUI8,CRLF3_HUMAN,Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48),P48,731
ENSG00000176619,Q03252,LMNB2_HUMAN,Lamin-B2,LMNB2,732
ENSG00000176619,Q03252,LMNB2_HUMAN,Lamin-B2,LMN2,733
ENSG00000177628,P04062,GLCM_HUMAN,Glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase),GBA,734
ENSG00000177628,P04062,GLCM_HUMAN,Glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase),GC,735
ENSG00000177628,P04062,GLCM_HUMAN,Glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase),GLUC,736
ENSG00000177646,Q9H845,ACAD9_HUMAN,"Acyl-CoA dehydrogenase family member 9, mitochondrial (ACAD-9) (EC 1.3.99.-)",ACAD9,737
ENSG00000177666,Q96AD5,PLPL2_HUMAN,Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2) (Desnutrin) (IPLA2-zeta) (Pigment epithelium-derived factor) (TTS2.2) (Transport-secretion protein 2) (TTS2),PNPLA2,738
ENSG00000177666,Q96AD5,PLPL2_HUMAN,Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2) (Desnutrin) (IPLA2-zeta) (Pigment epithelium-derived factor) (TTS2.2) (Transport-secretion protein 2) (TTS2),ATGL,739
ENSG00000177666,Q96AD5,PLPL2_HUMAN,Patatin-like phospholipase domain-containing protein 2 (EC 3.1.1.3) (Adipose triglyceride lipase) (Calcium-independent phospholipase A2) (Desnutrin) (IPLA2-zeta) (Pigment epithelium-derived factor) (TTS2.2) (Transport-secretion protein 2) (TTS2),FP17548,740
ENSG00000178537,O43772,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20),SLC25A20,741
ENSG00000178537,O43772,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20),CAC,742
ENSG00000178537,O43772,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20),CACT,743
ENSG00000178568,Q15303,ERBB4_HUMAN,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],ERBB4,744
ENSG00000178568,Q15303,ERBB4_HUMAN,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],HER4,745
ENSG00000179085,Q9P2X0,DPM3_HUMAN,Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1),DPM3,746
ENSG00000179163,P04066,FUCO_HUMAN,Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1),FUCA1,747
ENSG00000179163,P04066,FUCO_HUMAN,Tissue alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucosidase I) (Alpha-L-fucoside fucohydrolase 1) (Alpha-L-fucosidase 1),Nbla10230,748
ENSG00000179271,Q8TAE8,G45IP_HUMAN,"Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)",GADD45GIP1,749
ENSG00000179271,Q8TAE8,G45IP_HUMAN,"Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)",MRPL59,750
ENSG00000179271,Q8TAE8,G45IP_HUMAN,"Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)",PLINP1,751
ENSG00000179271,Q8TAE8,G45IP_HUMAN,"Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)",PRG6,752
ENSG00000179295,Q06124,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11,753
ENSG00000179295,Q06124,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTP2C,754
ENSG00000179295,Q06124,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),SHPTP2,755
ENSG00000180902,Q8N465,D2HDH_HUMAN,"D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.-)",D2HGDH,756
ENSG00000180902,Q8N465,D2HDH_HUMAN,"D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.-)",D2HGD,757
ENSG00000181027,Q9H9S5,FKRP_HUMAN,Fukutin-related protein (EC 2.-.-.-),FKRP,758
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),SETD2,759
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),HIF1,760
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),HYPB,761
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),KIAA1732,762
ENSG00000181555,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),KMT3A,763
